SiteInfor,Country,Latitude,Longitude,Elevation,MAT,MAP,ClimateType,SamplingDepth,SamplingThickness,SandPerc,SiltPerc,ClayPerc,Texture,SoilpH,CoverCrop,CoverCropGroup,GrainCrop,GrainCropGroup,Tillage_C,Tillage_T,Fertilization_C,Fertilization_T,Conservation_Type,ControlDescription,Yield_C,Yield_T,Weed_C,Weed_T
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,5-to-15,10,65,25,,Sandy loam,6.25,Rye,Grass,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,,,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,5-to-15,10,65,25,,Sandy loam,6.25,"Mixture of legume cover crops containing balansa clover, crimson clover, and hairy vetch",LL,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,,,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,5-to-15,10,65,25,,Sandy loam,6.25,Rye/Blend,Mixed,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-20,20,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,,,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-20,20,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,,,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-20,20,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,,,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-20,20,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,,,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-20,20,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,,,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-20,20,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,,,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-5,5,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,CT,CT,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,5-to-20,15,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,CT,CT,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-20,20,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,CT,CT,,,CC,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-5,5,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,NT,NT,,,CC-NT,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,5-to-20,15,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,NT,NT,,,CC-NT,Fallow,,,,
"Havre, MT, USA",USA,48.8,-110.02,871.2,,,,0-to-20,20,53,21,,Sandy clay loam,8.3,Lentil,Legume,Wheat,Wheat,NT,NT,,,CC-NT,Fallow,,,,
"Kentucky Agricultural Experiment Station research farm at Lexington, Kentucky",USA,38.06,-84.59,294,,,,0-to-7.5,7.5,65,25,,Silt loam,,hairy vetch (Vicia villosa Roth.),Legume,continuous corn (Zea mays L.),Corn,no tillage,no tillage,0 kg N/ha,1 kg N/ha,CC-NT,,2750,6400,,
"Kentucky Agricultural Experiment Station research farm at Lexington, Kentucky",USA,38.06,-84.59,294,,,,0-to-7.5,7.5,65,25,,Silt loam,,hairy vetch (Vicia villosa Roth.),Legume,continuous corn (Zea mays L.),Corn,no tillage,no tillage,170 kg N/ha as (prilled) NH4NO3 (33% N),171 kg N/ha as (prilled) NH4NO3 (33% N),CC-NT,,6700,8000,,
"Kentucky Agricultural Experiment Station research farm at Lexington, Kentucky",USA,38.06,-84.59,294,,,,0-to-7.5,7.5,65,25,,Silt loam,,hairy vetch (Vicia villosa Roth.),Legume,continuous corn (Zea mays L.),Corn,conventional tillage,conventional tillage,0 kg N/ha,1 kg N/ha,CC,,4000,7100,,
"Kentucky Agricultural Experiment Station research farm at Lexington, Kentucky",USA,38.06,-84.59,294,,,,0-to-7.5,7.5,65,25,,Silt loam,,hairy vetch (Vicia villosa Roth.),Legume,continuous corn (Zea mays L.),Corn,conventional tillage,conventional tillage,170 kg N/ha as (prilled) NH4NO3 (33% N),171 kg N/ha as (prilled) NH4NO3 (33% N),CC,,6600,7700,,
"Kentucky Agricultural Experiment Station research farm at Lexington, Kentucky",USA,38.06,-84.59,294,,,,0-to-7.5,7.5,65,25,,Silt loam,,rye (Secale cereale L.),Rye,continuous corn (Zea mays L.),Corn,no tillage,no tillage,0 kg N/ha,1 kg N/ha,CC-NT,,2750,2850,,
"Kentucky Agricultural Experiment Station research farm at Lexington, Kentucky",USA,38.06,-84.59,294,,,,0-to-7.5,7.5,65,25,,Silt loam,,rye (Secale cereale L.),Rye,continuous corn (Zea mays L.),Corn,no tillage,no tillage,170 kg N/ha as (prilled) NH4NO3 (33% N),171 kg N/ha as (prilled) NH4NO3 (33% N),CC-NT,,6700,6600,,
"Kentucky Agricultural Experiment Station research farm at Lexington, Kentucky",USA,38.06,-84.59,294,,,,0-to-7.5,7.5,65,25,,Silt loam,,rye (Secale cereale L.),Rye,continuous corn (Zea mays L.),Corn,conventional tillage,conventional tillage,0 kg N/ha,1 kg N/ha,CC,,4000,3500,,
"Kentucky Agricultural Experiment Station research farm at Lexington, Kentucky",USA,38.06,-84.59,294,,,,0-to-7.5,7.5,65,25,,Silt loam,,rye (Secale cereale L.),Rye,continuous corn (Zea mays L.),Corn,conventional tillage,conventional tillage,170 kg N/ha as (prilled) NH4NO3 (33% N),171 kg N/ha as (prilled) NH4NO3 (33% N),CC,,6600,6900,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,clover (Trifolium pratense L.),Legume,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,0 kg N/ha,0 kg N/ha,CC,No cover crop,930.4,1644,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,millet (Sorghum sudanensis L.),Grass,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,0 kg N/ha,0 kg N/ha,CC,No cover crop,930.4,2176,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,buckwheat (Fagapyrum esculentum L.),Grass,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,0 kg N/ha,0 kg N/ha,CC,No cover crop,930.4,1689,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,colza (Brassica campestris L.),Brassica,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,0 kg N/ha,0 kg N/ha,CC,No cover crop,930.4,2720,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,mustard (Brassica hirta Moench),Brassica,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,0 kg N/ha,0 kg N/ha,CC,No cover crop,930.4,2256,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,clover (Trifolium pratense L.),Legume,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,30 kg N/ha,30 kg N/ha,CC,No cover crop,1827,2348,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,millet (Sorghum sudanensis L.),Grass,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,30 kg N/ha,30 kg N/ha,CC,No cover crop,1827,3050,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,buckwheat (Fagapyrum esculentum L.),Grass,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,30 kg N/ha,30 kg N/ha,CC,No cover crop,1827,3062,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,colza (Brassica campestris L.),Brassica,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,30 kg N/ha,30 kg N/ha,CC,No cover crop,1827,3163,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,mustard (Brassica hirta Moench),Brassica,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,30 kg N/ha,30 kg N/ha,CC,No cover crop,1827,2472,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,clover (Trifolium pratense L.),Legume,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,60 kg N/ha,60 kg N/ha,CC,No cover crop,2712.4,2747,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,millet (Sorghum sudanensis L.),Grass,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,60 kg N/ha,60 kg N/ha,CC,No cover crop,2712.4,3517,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,buckwheat (Fagapyrum esculentum L.),Grass,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,60 kg N/ha,60 kg N/ha,CC,No cover crop,2712.4,3517,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,colza (Brassica campestris L.),Brassica,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,60 kg N/ha,60 kg N/ha,CC,No cover crop,2712.4,3856,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,mustard (Brassica hirta Moench),Brassica,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,60 kg N/ha,60 kg N/ha,CC,No cover crop,2712.4,3777,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,clover (Trifolium pratense L.),Legume,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,90 kg N/ha,90 kg N/ha,CC,No cover crop,2420,2816,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,millet (Sorghum sudanensis L.),Grass,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,90 kg N/ha,90 kg N/ha,CC,No cover crop,2420,3043,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,buckwheat (Fagapyrum esculentum L.),Grass,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,90 kg N/ha,90 kg N/ha,CC,No cover crop,2420,3564,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,colza (Brassica campestris L.),Brassica,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,90 kg N/ha,90 kg N/ha,CC,No cover crop,2420,3541,,
"ferme exp?imentale du Minist?e de l'Agriculture, des P?heries et de l'Alimentation du Qu?ec (MAPAQ), Saint-Lambert de L?is, Qu?ec, Canada",Canada,46.58,-71.23,132.1,,,,0-to-20,20,27,49,,Loam,,mustard (Brassica hirta Moench),Brassica,continuous wheat (Triticum aestivum L.),Wheat,conventional tillage,conventional tillage,90 kg N/ha,90 kg N/ha,CC,No cover crop,2420,3088,,
"Santa Maria, Brasil",Brazil,-29.75,-53.7,96,,,,0-to-5,5,66,25.3,,Sandy loam,4.5,Ryegrass,Legume,maize,Corn,No tillage,No tillage,130 kg N,130 kg N,CC-NT,No cover crop,,,,
"Santa Maria, Brasil",Brazil,-29.75,-53.7,96,,,,0-to-5,5,66,25.3,,Sandy loam,4.5,Velvet beans,Legume,maize,Corn,No tillage,No tillage,130 kg N,130 kg N,CC-NT,No cover crop,,,,
"Santa Maria, Brasil",Brazil,-29.75,-53.7,96,,,,0-to-20,20,66,25.3,,Sandy loam,4.5,Ryegrass,Legume,maize,Corn,No tillage,No tillage,130 kg N,130 kg N,CC-NT,No cover crop,,,,
"Santa Maria, Brasil",Brazil,-29.75,-53.7,96,,,,0-to-20,20,66,25.3,,Sandy loam,4.5,Velvet beans,Legume,maize,Corn,No tillage,No tillage,130 kg N,130 kg N,CC-NT,No cover crop,,,,
"Eldorado sul, Brasil",Brazil,-30.83,-51.63,96,,,,0-to-5,5,54,24,,Sandy clay loam,4.5,Common vetch or Cowpea,Legume,Black oat-maize,CO,No tillage,No tillage,144 kg N,144 kg N,CC-NT,No cover crop,,,,
"Eldorado sul, Brasil",Brazil,-30.83,-51.63,96,,,,0-to-5,5,54,24,,Sandy clay loam,4.5,Tropical legume,Legume,Black oat-maize,CO,No tillage,No tillage,144 kg N,144 kg N,CC-NT,No cover crop,,,,
"Eldorado sul, Brasil",Brazil,-30.83,-51.63,96,,,,0-to-20,20,54,24,,Sandy clay loam,4.5,Common vetch or Cowpea,Legume,Black oat-maize,CO,No tillage,No tillage,144 kg N,144 kg N,CC-NT,No cover crop,,,,
"Eldorado sul, Brasil",Brazil,-30.83,-51.63,96,,,,0-to-20,20,54,24,,Sandy clay loam,4.5,Tropical legume,Legume,Black oat-maize,CO,No tillage,No tillage,144 kg N,144 kg N,CC-NT,No cover crop,,,,
"Cruz Alta, Brasil",Brazil,-28.6,-53.67,435,,,,0-to-5,5,31,12,,Clay,4.5,Black oat or vetch or radish,Mixed,Soybean_Maize,CS,CT,CT,73 kg N,48 kg N,CC,No cover crop,,,,
"Cruz Alta, Brasil",Brazil,-28.6,-53.67,435,,,,0-to-5,5,31,12,,Clay,4.5,Black oat or vetch or radish,Mixed,Soybean_Maize,CS,CT,CT,73 kg N,48 kg N,CC,No cover crop,,,,
"Cruz Alta, Brasil",Brazil,-28.6,-53.67,435,,,,0-to-20,20,31,12,,Clay,4.5,Black oat or vetch or radish,Mixed,Soybean_Maize,CS,No tillage,No tillage,73 kg N,48 kg N,CC-NT,No cover crop,,,,
"Cruz Alta, Brasil",Brazil,-28.6,-53.67,435,,,,0-to-20,20,31,12,,Clay,4.5,Black oat or vetch or radish,Mixed,Soybean_Maize,CS,No tillage,No tillage,73 kg N,48 kg N,CC-NT,No cover crop,,,,
"Thyrow, Brandenburg, Germany",Germany,53.25,13.25,44,,,,0-to-20,20,79.5,17.5,,Loamy sand,,Winter turnips every 2nd year after culmination,Brassica,Rotation Potatoes - Winter rye - Silo maize - Winter rye,CV,no data,no data,no fertilisation,,CC,No cover crop,,,,
"Thyrow, Brandenburg, Germany",Germany,53.25,13.25,44,,,,0-to-20,20,79.5,17.5,,Loamy sand,,Winter turnips every 2nd year after culmination,Brassica,Rotation Potatoes - Winter rye - Silo maize - Winter rye,CV,no data,no data,no fertilisation,,CC,No cover crop,,,,
"Thyrow, Brandenburg, Germany",Germany,53.25,13.25,44,,,,0-to-20,20,79.5,17.5,,Loamy sand,,Winter turnips every 2nd year after culmination,Brassica,Rotation Potatoes - Winter rye - Silo maize - Winter rye,CV,no data,no data,60 kg N/ha,,CC,No cover crop,,,,
"Thyrow, Brandenburg, Germany",Germany,53.25,13.25,44,,,,0-to-20,20,79.5,17.5,,Loamy sand,,Winter turnips every 2nd year after culmination,Brassica,Rotation Potatoes - Winter rye - Silo maize - Winter rye,CV,no data,no data,60 kg N/ha,,CC,No cover crop,,,,
"Thyrow, Brandenburg, Germany",Germany,53.25,13.25,44,,,,0-to-20,20,79.5,17.5,,Loamy sand,,Winter turnips every 2nd year after culmination,Brassica,Rotation Potatoes - Winter rye - Silo maize - Winter rye,CV,no data,no data,120 kg N/ha,,CC,No cover crop,,,,
"Thyrow, Brandenburg, Germany",Germany,53.25,13.25,44,,,,0-to-20,20,79.5,17.5,,Loamy sand,,Winter turnips every 2nd year after culmination,Brassica,Rotation Potatoes - Winter rye - Silo maize - Winter rye,CV,no data,no data,120 kg N/ha,,CC,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,0-to-30,30,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,conventional tillage,conventional tillage,,,CC,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,0-to-30,30,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,no tillage,no tillage,,,CC-NT,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,0-to-2.5,2.5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,conventional tillage,conventional tillage,,,CC,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,2.5-to-5,2.5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,conventional tillage,conventional tillage,,,CC,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,5-to-7.5,2.5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,conventional tillage,conventional tillage,,,CC,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,7.5-to-10,2.5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,conventional tillage,conventional tillage,,,CC,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,10-to-15,5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,conventional tillage,conventional tillage,,,CC,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,15-to-30,15,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,conventional tillage,conventional tillage,,,CC,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,0-to-2.5,2.5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,no tillage,no tillage,,,CC-NT,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,2.5-to-5,2.5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,no tillage,no tillage,,,CC-NT,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,5-to-7.5,2.5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,no tillage,no tillage,,,CC-NT,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,7.5-to-10,2.5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,no tillage,no tillage,,,CC-NT,No cover crop,,,,
"Experimental Station of the Federal University of Rio Grande do Sul, Eldorado do Sul, Rio Grande do Sul State, Brazil",Brazil,-30.85,-51.63,96,,,,10-to-15,5,54,24,,Sandy clay loam,,common vetch and cowpea,LL,Oat (Avena strigosa)+Maize (Zea mays L.),CO,no tillage,no tillage,,,CC-NT,No cover crop,,,,
